	id	model_type	name	readonly	readwrite	requirement
1014	O4edT_e	Metabolite	4'-O-ethyl-2'-deoxythymidine	-	x	x
1015	O4edTMP_e	Metabolite	4'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1016	O4mdT_e	Metabolite	4'-O-methyl-2'-deoxythymidine	-	x	x
1017	O4mdTMP_e	Metabolite	4'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1018	O6edG_e	Metabolite	6'-O-ethyl-2'-deoxyguanosine	-	x	x
1019	O6edGMP_e	Metabolite	6'-O-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1020	O6mdG_e	Metabolite	6'-O-methyl-2'-deoxyguanosine	-	x	x
1021	O6mdGMP_e	Metabolite	6'-O-methyl-2'-deoxyguanosine monophosphate	-	x	x
1022	OA_e	Metabolite	oxaloacetate	-	x	x
1023	OCDCA_e	Metabolite	octadecanoate (n-C18:0)	-	x	x
1024	OCDCEA_e	Metabolite	octadecenoate (n-C18:1)	-	x	x
1025	ODEC11GP_e	Metabolite	1-octadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1026	ODECG3P_e	Metabolite	1-octadecanoyl-sn-glycerol 3-phosphate	-	x	x
1027	OH_e	Metabolite	hydoxide anion	-	x	x
1028	ORN_e	Metabolite	ornithine	-	x	x
1029	oxo2dA_e	Metabolite	2-hydroxy-2'-deoxyadenosine	-	x	x
1030	oxo2dAMP_e	Metabolite	2-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1031	oxo8dA_e	Metabolite	8-hydroxy-2'-deoxyadenosine	-	x	x
1032	oxo8dAMP_e	Metabolite	8-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1033	oxo8dG_e	Metabolite	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine	-	x	x
1034	oxo8dGMP_e	Metabolite	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate	-	x	x
1035	oxoethyl7dG_e	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine	-	x	x
1036	oxoethyl7dGMP_e	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate	-	x	x
1037	PA120_e	Metabolite	1,2-didodecanoyl-sn-glycerol 3-phosphate	-	x	x
1038	PA140_e	Metabolite	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1039	PA141_e	Metabolite	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1040	PA160_e	Metabolite	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	-	x	x
1041	PA161_e	Metabolite	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
1042	PA180_e	Metabolite	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	-	x	x
1043	PA181_e	Metabolite	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1044	PAP_e	Metabolite	Adenosine 3',5'-bisphosphate	-	x	x
1045	pCHOL_e	Metabolite	phosphoryl-choline	-	x	x
1046	PDLA5P_e	Metabolite	Pyridoxamine 5'-phosphate	-	x	x
1047	PEP_e	Metabolite	phosphoenolpyruvate	-	x	x
1048	PG160_e	Metabolite	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	-	x	x
1049	PG161_e	Metabolite	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	-	x	x
1050	PG181_e	Metabolite	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	-	x	x
1051	PGP160_e	Metabolite	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	-	x	x
1052	PGP161_e	Metabolite	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	-	x	x
1053	PGP181_e	Metabolite	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	-	x	x
1054	PHE_e	Metabolite	L-phenylalanine	-	x	x
1055	PhePhe_e	Metabolite	L-phenylalanyl-L-phenylalanine	-	x	x
1056	PHPYR_e	Metabolite	phenylpyruvate	-	x	x
1057	PI_e	Metabolite	phosphate	-	x	x
1058	PL5P_e	Metabolite	Pyridoxal 5'-phosphate	-	x	x
1059	POE_SORBITAN_e	Metabolite	Polyoxyethylene (20) sorbitan	-	x	x
1060	PPAA_e	Metabolite	Phosphonoacetaldehyde	-	x	x
1061	PPGPP_e	Metabolite	Guanosine 3',5'-bis(diphosphate)	-	x	x
1062	PPHG_e	Metabolite	protoporphyrinogen IX	-	x	x
1063	PPI_e	Metabolite	diphosphate	-	x	x
1064	PPIX_e	Metabolite	protoporphyrin IX	-	x	x
1065	PRO_e	Metabolite	L-Proline	-	x	x
1066	proflavine_e	Metabolite	Proflavine	-	x	x
1067	ProPro_e	Metabolite	L-prolyl-L-proline	-	x	x
1068	PRPP_e	Metabolite	5-Phospho-alpha-D-ribose 1-diphosphate	-	x	x
1069	pSER_e	Metabolite	phosphoserine	-	x	x
1070	PSIURI_e	Metabolite	pseudouridine	-	x	x
1071	PSIURIMP_e	Metabolite	pseudouridine monophoshate	-	x	x
1072	pTHR_e	Metabolite	phosphothreonine	-	x	x
1073	PTRC_e	Metabolite	putrescine	-	x	x
1074	pTYR_e	Metabolite	Phosphotyrosine	-	x	x
1075	putdT_e	Metabolite	alpha-putrescinyl-2'-deoxythymidine	-	x	x
1076	putdTMP_e	Metabolite	alpha-putrescinyl-2'-deoxythymidine monophosphate	-	x	x
1077	PYDX_e	Metabolite	Pyridoxal	-	x	x
1078	PYR_e	Metabolite	pyruvate	-	x	x
1079	R1P_e	Metabolite	alpha-D-Ribose 1-phosphate	-	x	x
1080	R5P_e	Metabolite	alpha-D-Ribose 5-phosphate	-	x	x
1081	RBFLVRD_e	Metabolite	riboflavin, reduced	-	x	x
1082	rhodamine6G_e	Metabolite	Rhodamine 6G	-	x	x
1083	RIB_e	Metabolite	D-ribose	-	x	x
1084	RIBFLV_e	Metabolite	riboflavin, oxidized	-	x	x
1085	RL5P_e	Metabolite	D-Ribulose 5-phosphate	-	x	x
1086	s2U_e	Metabolite	2-thiouridine	-	x	x
1087	s2UMP_e	Metabolite	2-thiouridine monophosphate	-	x	x
1088	s4U_e	Metabolite	4-thiouridine	-	x	x
1089	s4UMP_e	Metabolite	4-thiouridine monophosphate	-	x	x
1090	S7P_e	Metabolite	D-sedoheptulose-7-phosphate	-	x	x
1091	SALA_e	Metabolite	3-Sulfino-L-alanine	-	x	x
1092	SBT_e	Metabolite	D-Sorbitol	-	x	x
1093	SBT6P_e	Metabolite	D-Sorbitol 6-phosphate	-	x	x
1094	SER_e	Metabolite	L-Serine	-	x	x
1095	SerSer_e	Metabolite	L-seryl-L-serine	-	x	x
1096	SNGLYP_e	Metabolite	sn-glycerol-1-phosphate	-	x	x
1097	SO2_e	Metabolite	sulfur dioxide	-	x	x
1098	SO4_e	Metabolite	sulphate	-	x	x
1099	SPMD_e	Metabolite	spermidine	-	x	x
1100	STEROL_e	Metabolite	cholesterol	-	x	x
1101	T3P1_e	Metabolite	D-glyceraldehdye-3-phosphate	-	x	x
1102	T3P2_e	Metabolite	Dihydroxyacetone phosphate	-	x	x
1103	TAG16P_e	Metabolite	D-Tagatose 1,6-biphosphate	-	x	x
1104	TAG6P_e	Metabolite	D-Tagatose 6-phosphate	-	x	x
1105	tBHP_e	Metabolite	tert-butylhydroperoxide	-	x	x
1106	tBOH_e	Metabolite	tert-Butanol	-	x	x
1107	TDECEG3P_e	Metabolite	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1108	TDECG3P_e	Metabolite	1-tetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1109	TDP_e	Metabolite	TDP	-	x	x
1110	tetraphenylphosphonium_e	Metabolite	tetraphenylphosphonium	-	x	x
1111	THF_e	Metabolite	5,6,7,8-Tetrahydrofolate	-	x	x
1112	THM_e	Metabolite	thiamine	-	x	x
1113	THMP_e	Metabolite	Thiamin monophosphate	-	x	x
1114	THR_e	Metabolite	L-Threonine	-	x	x
1115	ThrThr_e	Metabolite	L-threonyl-L-threonine	-	x	x
1116	THY_e	Metabolite	thymine	-	x	x
1117	TPP_e	Metabolite	thiamine diphosphate	-	x	x
1118	TRIBUTYRIN_e	Metabolite	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin	-	x	x
1119	TRILAURIN_e	Metabolite	trilaurin	-	x	x
1120	TRIMYRISTIN_e	Metabolite	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate	-	x	x
1121	TRIOLEIN_e	Metabolite	triolein	-	x	x
1122	TRIPALMITIN_e	Metabolite	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate	-	x	x
1123	TRISTEARIN_e	Metabolite	Tristearin	-	x	x
1124	TRI_HDCEA_IN_e	Metabolite	triacylglycerol of {Hexadecenoate acid}	-	x	x
1125	TRI_TTDCEA_IN_e	Metabolite	triacylglycerol of {tetradecenoic acid}	-	x	x
1126	TRP_e	Metabolite	L-tryptophan	-	x	x
1127	TrpTrp_e	Metabolite	L-trytophanyl-L-trytophan	-	x	x
1128	TTDCA_e	Metabolite	tetradecanoate (n-C14:0)	-	x	x
1129	TTDCEA_e	Metabolite	tetradecenoate (n-C14:1)	-	x	x
1130	TTP_e	Metabolite	TTP	-	x	x
1131	TWEEN80_e	Metabolite	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80	-	x	x
1132	TYR_e	Metabolite	L-tyrosine	-	x	x
1133	TyrTyr_e	Metabolite	L-tyrosyl-L-tyrosine	-	x	x
1134	U23CMP_e	Metabolite	2',3'-Cyclic UMP	-	x	x
1135	U3MP_e	Metabolite	3'-UMP	-	x	x
1136	UDP_e	Metabolite	UDP	-	x	x
1137	UDPG_e	Metabolite	UDP-glucose	-	x	x
1138	UDPGAL_e	Metabolite	UDP-galactose	-	x	x
1139	UDPGALF_e	Metabolite	UDP-D-galacto-1,4-furanose	-	x	x
1140	Um_e	Metabolite	2'-O-methyluridine	-	x	x
1141	UmMP_e	Metabolite	2'-O-methyluridine monophosphate	-	x	x
1142	UMP_e	Metabolite	UMP	-	x	x
1143	URA_e	Metabolite	uracil	-	x	x
1144	URI_e	Metabolite	uridine	-	x	x
1145	UTP_e	Metabolite	UTP	-	x	x
1146	VAL_e	Metabolite	L-Valine	-	x	x
1147	ValVal_e	Metabolite	L-valyl-L-valine	-	x	x
1148	vinyl_chloride_e	Metabolite	Vinylchloride	-	x	x
1149	X5P_e	Metabolite	D-Xylulose 5-phosphate	-	x	x
1150	XAN_e	Metabolite	xanthine	-	x	x
1151	XTSN_e	Metabolite	xanthosine	-	x	x
1152	ZN_e	Metabolite	zinc ion	-	x	x
1153	MG_124_MONOMER_e	ProteinMonomer	thioredoxin	-	x	x
1154	MG_287_MONOMER_e	ProteinMonomer	acyl carrier protein	-	x	x
1155	MG_124_MONOMER_ox_e	ProteinComplex	oxidized thioredoxin	-	x	x
1156	MG_229_231_TETRAMER_e	ProteinComplex	ribonucleoside-diphosphate reductase	-	x	x
1157	MG_229_231_TETRAMER_ox_e	ProteinComplex	oxidized ribonucleoside-diphosphate reductase	-	x	x
1158	MG_287_MONOMER_ACP_e	ProteinComplex	holo acyl carrier protein	-	x	x
1159	MG_287_MONOMER_ddcaACP_e	ProteinComplex	Dodecanoyl-ACP (n-C12:0ACP)	-	x	x
1160	MG_287_MONOMER_hdeACP_e	ProteinComplex	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	-	x	x
1161	MG_287_MONOMER_myrsACP_e	ProteinComplex	Myristoyl-ACP (n-C14:0ACP)	-	x	x
1162	MG_287_MONOMER_ocdcaACP_e	ProteinComplex	Octadecanoyl-ACP (n-C18:0ACP)	-	x	x
1163	MG_287_MONOMER_octeACP_e	ProteinComplex	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	-	x	x
1164	MG_287_MONOMER_palmACP_e	ProteinComplex	Palmitoyl-ACP (n-C16:0ACP)	-	x	x
1165	MG_287_MONOMER_tdeACP_e	ProteinComplex	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	-	x	x
1166	MG_427_DIMER_e	ProteinComplex	osmotically inducible peroxidase	-	x	x
1167	MG_427_DIMER_ox_e	ProteinComplex	oxidized osmotically inducible peroxidase	-	x	x
1168	MG_454_DIMER_e	ProteinComplex	thiol-dependent peroxidase	-	x	x
1169	MG_454_DIMER_ox_e	ProteinComplex	oxidized thiol-dependent peroxidase	-	x	x
1170	gamma_radiation_m	Stimulus	gamma radiation (1.2 MeV)	-	x	x
1171	A23CMP_m	Metabolite	2',3'-Cyclic AMP	-	x	x
1172	A3MP_m	Metabolite	3'-AMP	-	x	x
1173	AC_m	Metabolite	acetate	-	x	x
1174	ACAL_m	Metabolite	acetaldehyde	-	x	x
1175	ACCOA_m	Metabolite	Acetyl-CoA	-	x	x
1176	acriflavine_m	Metabolite	Acriflavine	-	x	x
1177	ACTP_m	Metabolite	Acetyl phosphate	-	x	x
1178	AD_m	Metabolite	adenine	-	x	x
1179	ADN_m	Metabolite	adenosine	-	x	x
1180	ADP_m	Metabolite	ADP	-	x	x
1181	AEPP_m	Metabolite	2-aminoethylphosphonate	-	x	x
1182	AHCYS_m	Metabolite	S-Adenosyl-L-homocysteine	-	x	x
1183	AKG_m	Metabolite	2-Oxoglutarate	-	x	x
1184	ALA_m	Metabolite	L-alanine	-	x	x
1185	AlaAla_m	Metabolite	L-alanyl-L-alanine	-	x	x
1186	AMET_m	Metabolite	S-Adenosyl-L-methionine	-	x	x
1187	aminodimethylaniline_m	Metabolite	N,N'-dimethyl-p-phenylenediamine	-	x	x
1188	AMP_m	Metabolite	AMP	-	x	x
1189	AMP_Lysine_m	Metabolite	AMP-Lysine	-	x	x
1190	AMP_Mor_m	Metabolite	AMP-morpholidate	-	x	x
1191	AMP_NH2_m	Metabolite	AMP-NH2	-	x	x
1192	anthranilate_m	Metabolite	2-aminobenzoic acid	-	x	x
1193	ARG_m	Metabolite	L-Arginine	-	x	x
1194	ArgArg_m	Metabolite	L-arginyl-L-arginine	-	x	x
1195	ASN_m	Metabolite	L-Asparagine	-	x	x
1196	AsnAsn_m	Metabolite	L-asparaginyl-L-asparagine	-	x	x
1197	ASP_m	Metabolite	L-Aspartate	-	x	x
1198	AspAsp_m	Metabolite	L-aspartyl-L-aspartic Acid	-	x	x
1199	ATP_m	Metabolite	ATP	-	x	x
1200	aza6dT_m	Metabolite	6-aza-2'-deoxythymidine	-	x	x
1201	aza6dTMP_m	Metabolite	6-aza-2'-deoxythymidine monophosphate	-	x	x
1202	aza8dA_m	Metabolite	8-aza-2'-deoxyadenosine	-	x	x
1203	aza8dAMP_m	Metabolite	8-aza-2'-deoxyadenosine monophosphate	-	x	x
1204	benzalkonium_m	Metabolite	Benzalkonium	-	x	x
1205	berberine_m	Metabolite	Berberine	-	x	x
1206	BUT_m	Metabolite	butyric acid, butanoic acid	-	x	x
1207	C23CMP_m	Metabolite	2',3'-Cyclic CMP	-	x	x
1208	C3MP_m	Metabolite	3'-CMP	-	x	x
1209	c5dU_m	Metabolite	5-Carbouy-2'-deoxyuridine	-	x	x
1210	c5dUMP_m	Metabolite	5-Carbouy-2'-deoxyuridine monophosphate	-	x	x
1211	CA_m	Metabolite	calcium ion	-	x	x
1212	CAP_m	Metabolite	carbamoyl phosphate	-	x	x
1213	carbamoylmethyl6dA_m	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine	-	x	x
1214	carbamoylmethyl6dAMP_m	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine monophosphate	-	x	x
1215	CDP_m	Metabolite	CDP	-	x	x
1216	CDPDG120_m	Metabolite	CDP-1,2-didodecanoylglycerol	-	x	x
1217	CDPDG140_m	Metabolite	CDP-1,2-ditetradecanoylglycerol	-	x	x
1218	CDPDG141_m	Metabolite	CDP-1,2-ditetradec-7-enoylglycerol	-	x	x
1219	CDPDG160_m	Metabolite	CDP-1,2-dihexadecanoylglycerol	-	x	x
1220	CDPDG161_m	Metabolite	CDP-1,2-dihexadec-9-enoylglycerol	-	x	x
1221	CDPDG180_m	Metabolite	CDP-1,2-dioctadecanoylglycerol	-	x	x
1222	CDPDG181_m	Metabolite	CDP-1,2-dioctadec-11-enoylglycerol	-	x	x
1223	Ceramide16_m	Metabolite	Ceramide (d18:1/16:0)	-	x	x
1224	CH3OH_m	Metabolite	methanol	-	x	x
1225	chloroacetaldehyde_m	Metabolite	chloroacetaldehyde	-	x	x
1226	chloroethylene_oxide_m	Metabolite	chloroethylene oxide	-	x	x
1227	CHOL_m	Metabolite	choline	-	x	x
1228	CHP_m	Metabolite	cumene hydroperoxide	-	x	x
1229	ciprofloxacin_m	Metabolite	ciprofloxacin	-	x	x
1230	CITR_m	Metabolite	L-citrulline	-	x	x
1231	CL_m	Metabolite	chloride ion	-	x	x
1232	CL160_m	Metabolite	cardiolipin (tetrahexadecanoyl, n-C16:0)	-	x	x
1233	CL161_m	Metabolite	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	-	x	x
1234	CL181_m	Metabolite	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	-	x	x
1235	cmnm5s2U_m	Metabolite	5-carboxymethylaminomethyl-2-thiouridine	-	x	x
1236	cmnm5s2UMP_m	Metabolite	5-carboxymethylaminomethyl-2-thiouridine monophosphate	-	x	x
1237	CMP_m	Metabolite	CMP	-	x	x
1238	CO_m	Metabolite	cobalt ion	-	x	x
1239	CO2_m	Metabolite	carbon dioxide	-	x	x
1240	COA_m	Metabolite	coenzyme A	-	x	x
1241	crystalViolet_m	Metabolite	Crystal violet	-	x	x
1242	CTP_m	Metabolite	CTP	-	x	x
1243	CU_m	Metabolite	cupric ion	-	x	x
1244	cyclobutane_dCdC_m	Metabolite	cyclobutane 2'-deoxycytidine dimer	-	x	x
1245	cyclobutane_dCdT_m	Metabolite	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 	-	x	x
1246	cyclobutane_dCMPdCMP_m	Metabolite	cyclobutane 2'-deoxycytidine monophosphate dimer	-	x	x
1247	cyclobutane_dCMPdTMP_m	Metabolite	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate	-	x	x
1248	cyclobutane_dTdC_m	Metabolite	cyclobutane 2'-deoxythymidine 2'-deoxycytidine	-	x	x
1249	cyclobutane_dTdT_m	Metabolite	cyclobutane 2'-deoxythymidine dimer	-	x	x
1250	cyclobutane_dTMPdCMP_m	Metabolite	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate	-	x	x
1251	cyclobutane_dTMPdTMP_m	Metabolite	cyclobutane 2'-deoxythymidine monophosphate dimer	-	x	x
1252	cyclodA_m	Metabolite	8,5'-cyclo-2'-deoxyadenosine	-	x	x
1253	cyclodAMP_m	Metabolite	8,5'-cyclo-2'-deoxyadenosine monophosphate	-	x	x
1254	cyclodG_m	Metabolite	8,5'-cyclo-2'-deoxyguanosine	-	x	x
1255	cyclodGMP_m	Metabolite	8,5'-cyclo-2'-deoxyguanosine monophosphate	-	x	x
1256	CYS_m	Metabolite	L-Cysteine	-	x	x
1257	CysCys_m	Metabolite	L-cysteinyl-L-cysteine	-	x	x
1258	CYTD_m	Metabolite	cytidine	-	x	x
1259	c_di_AMP_m	Metabolite	Cyclic-di-adenylate	-	x	x
1260	DA_m	Metabolite	deoxyadenosine	-	x	x
1261	DADP_m	Metabolite	dADP	-	x	x
1262	DAG160_m	Metabolite	Diacylglycerol (n-16:0)	-	x	x
1263	DAG161_m	Metabolite	Diacylglycerol (n-16:1)	-	x	x
1264	DAG181_m	Metabolite	Diacylglycerol (n-18:1)	-	x	x
1265	DALA_m	Metabolite	D-alanine	-	x	x
1266	DAMP_m	Metabolite	dAMP	-	x	x
1267	dApdAp_m	Metabolite	dAp-dAp	-	x	x
1268	DATP_m	Metabolite	dATP	-	x	x
1269	DC_m	Metabolite	deoxycytidine	-	x	x
1270	dC64dC_m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine	-	x	x
1271	dC64dC_dewar_m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
1272	dC64dT_m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine	-	x	x
1273	dC64dT_dewar_m	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
1274	DCDP_m	Metabolite	dCDP	-	x	x
1275	DCMP_m	Metabolite	dCMP	-	x	x
1276	dCMP64dCMP_m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
1277	dCMP64dCMP_dewar_m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
1278	dCMP64dTMP_m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
1279	dCMP64dTMP_dewar_m	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
1280	dCMP_GLYC_m	Metabolite	2-'deoxycytidine monophosphate glycol	-	x	x
1281	dCpdCp_m	Metabolite	dCp-dCp	-	x	x
1282	DCTP_m	Metabolite	dCTP	-	x	x
1283	dC_GLYC_m	Metabolite	2-'deoxycytidine glycol	-	x	x
1284	DDCA_m	Metabolite	Dodecanoate (n-C12:0)	-	x	x
1285	DDECG3P_m	Metabolite	1-dodecanoyl-sn-glycerol 3-phosphate	-	x	x
1286	deoxyG6P_m	Metabolite	2-deoxy-glucose-6-phosphate	-	x	x
1287	deoxyGLC_m	Metabolite	2-deoxy-glucose	-	x	x
1288	DG_m	Metabolite	deoxyguanosine	-	x	x
1289	DGDP_m	Metabolite	dGDP	-	x	x
1290	DGMP_m	Metabolite	dGMP	-	x	x
1291	dGpdGp_m	Metabolite	dGp-dGp	-	x	x
1292	DGTP_m	Metabolite	dGTP	-	x	x
1293	DHA_m	Metabolite	Dihydroxyacetone	-	x	x
1294	DHdT_m	Metabolite	5,6-dihydro-2'-deoxythymidine	-	x	x
1295	DHdTMP_m	Metabolite	5,6-dihydro-2'-deoxythymidine monophosphate	-	x	x
1296	DHdU_m	Metabolite	5,6-dihydroxy-2'-deoxyuridine	-	x	x
1297	DHdUMP_m	Metabolite	5,6-dihydroxy-2'-deoxyuridine monophosphate	-	x	x
1298	DHF_m	Metabolite	dihydrofolate	-	x	x
1299	dhpdU_m	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine	-	x	x
1300	dhpdUMP_m	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine monophosphate	-	x	x
1301	diacylglycerolCys_m	Metabolite	S-diacylglycerol cysteine 	-	x	x
1302	DIBUTYRIN_m	Metabolite	dibutyrin	-	x	x
1303	dINS_m	Metabolite	2'-deoxyinosine	-	x	x
1304	dINSMP_m	Metabolite	2'-deoxyinosine monophosphate	-	x	x
1305	DMBA_m	Metabolite	dimethylbenzyl alcohol	-	x	x
1306	doxorubicin_m	Metabolite	Doxorubicin	-	x	x
1307	DPCOA_m	Metabolite	dephospho-CoA	-	x	x
1308	DPG_m	Metabolite	3-Phospho-D-glyceroyl phosphate	-	x	x
1309	DR1P_m	Metabolite	2-Deoxy-D-ribose 1-phosphate	-	x	x
1310	DR5P_m	Metabolite	2-Deoxy-D-ribose 5-phosphate	-	x	x
1311	DT_m	Metabolite	thymidine	-	x	x
1312	dT64dC_m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine	-	x	x
1313	dT64dC_dewar_m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
1314	dT64dT_m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine	-	x	x
1315	dT64dT_dewar_m	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
1316	DTDP_m	Metabolite	dTDP	-	x	x
1317	DTMP_m	Metabolite	dTMP	-	x	x
1318	dTMP64dCMP_m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
1319	dTMP64dCMP_dewar_m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
1320	dTMP64dTMP_m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
1321	dTMP64dTMP_dewar_m	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
1322	dTMP_GLYC_m	Metabolite	2'-deoxythymidine monophosphate glycol	-	x	x
1323	dTpdTp_m	Metabolite	dTp-dTp	-	x	x
1324	DTTP_m	Metabolite	dTTP	-	x	x
1325	dT_GLYC_m	Metabolite	2'-deoxythymidine glycol	-	x	x
1326	DU_m	Metabolite	deoxyuridine	-	x	x
1327	DUDP_m	Metabolite	dUDP	-	x	x
1328	DUMP_m	Metabolite	dUMP	-	x	x
1329	DUTP_m	Metabolite	dUTP	-	x	x
1330	dXAN_m	Metabolite	2'-deoxyxanthosine	-	x	x
1331	dXANMP_m	Metabolite	2'-deoxyxanthosine monophosphate	-	x	x
1332	e1dA_m	Metabolite	1-ethyl-2'-deoxyadenosine	-	x	x
1333	e1dAMP_m	Metabolite	1-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1334	e1dG_m	Metabolite	1-ethyl-2'-deoxyguanosine	-	x	x
1335	e1dGMP_m	Metabolite	1-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1336	e3dA_m	Metabolite	3-ethyl-2'-deoxyadenosine	-	x	x
1337	e3dAMP_m	Metabolite	3-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1338	e3dC_m	Metabolite	3-ethyl-2'-deoxycytidine	-	x	x
1339	e3dCMP_m	Metabolite	3-ethyl-2'-deoxycytidine monophosphate	-	x	x
1340	e3dG_m	Metabolite	3-ethyl-2'-deoxyguanosine	-	x	x
1341	e3dGMP_m	Metabolite	3-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1342	e3dT_m	Metabolite	3'-ethyl-2'-deoxythymidine	-	x	x
1343	e3dTMP_m	Metabolite	3'-ethyl-2'-deoxythymidine monophosphate	-	x	x
1344	e4dC_m	Metabolite	4-ethyl-2'-deoxycytidine	-	x	x
1345	e4dCMP_m	Metabolite	4-ethyl-2'-deoxycytidine monophosphate	-	x	x
1346	E4P_m	Metabolite	D-Erythrose 4-phosphate	-	x	x
1347	e5dC_m	Metabolite	5-ethyl-2'-deoxycytidine	-	x	x
1348	e5dCMP_m	Metabolite	5-ethyl-2'-deoxycytidine monophosphate	-	x	x
1349	e6dA_m	Metabolite	6-ethyl-2'-deoxyadenosine	-	x	x
1350	e6dAMP_m	Metabolite	6-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1351	e7dA_m	Metabolite	7-ethyl-2'-deoxyadenosine	-	x	x
1352	e7dAMP_m	Metabolite	7-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1353	e7dG_m	Metabolite	7-ethyl-2'-deoxyguanosine	-	x	x
1354	e7dGMP_m	Metabolite	7-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1355	e8dG_m	Metabolite	8-ethyl-2'-deoxyguanosine	-	x	x
1356	e8dGMP_m	Metabolite	8-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1357	enoxacin_m	Metabolite	Enoxacin	-	x	x
1358	epsilon1N2dG_m	Metabolite	1,N2-etheno-2'-deoxyguanosine	-	x	x
1359	epsilon1N2dGMP_m	Metabolite	1,N2-etheno-2'-deoxyguanosine monophosphate	-	x	x
1360	epsilon1N6dA_m	Metabolite	1,N6-etheno-2'-deoxyadenosine	-	x	x
